Taxon_Name	Level	Slashpile1	Slashpile10	Slashpile11	Slashpile13	Slashpile14	Slashpile15	Slashpile16	Slashpile17	Slashpile18	Slashpile19	Slashpile2	Slashpile20	Slashpile21	Slashpile22	Slashpile23	Slashpile24	Slashpile25	Slashpile26	Slashpile27	Slashpile28	Slashpile3	Slashpile4	Slashpile40	Slashpile5	Slashpile6	Slashpile7	Slashpile8	Slashpile9
Archaea	domain	0.0	0.0	0.0	3.41716785128e-05	4.2815550608e-05	3.40043525571e-05	2.87290278097e-05	0.0	0.0	3.52125074827e-05	0.0	0.0	0.0	3.64298724954e-05	0.0	0.0	0.0	0.0	0.0	3.20666987334e-05	6.32251130149e-05	0.0	0.0	3.30709703023e-05	0.000143467906229	0.0	2.8021408356e-05	0.000171833115678
Pyrolobus	genus	3.41261986827e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria	domain	0.102207965055	0.0531743474057	0.0362080315997	0.091887643521	0.0747559513615	0.0924238302503	0.0376062974029	0.0996081590801	0.0975013105015	0.0831367301666	0.0456207514295	0.0675710931385	0.102381739993	0.0934790528233	0.092194076074	0.110256957791	0.113953863526	0.0523387829246	0.063660581368	0.136764470098	0.08472165144	0.0383945167286	0.0488590513003	0.0859514518156	0.0618920547474	0.114955264397	0.0577521226217	0.100384906179
Acetothermia_genera_incertae_sedis	genus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.66206467206e-05	0.0	0.0	0.0	4.34820419167e-05	0.0	0.0	3.97045977924e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Acidobacteria	phylum	0.00286660068935	0.00125326744727	0.00131665569454	0.0029387643521	0.00256893303648	0.00374047878128	0.000488393472765	0.00223385944996	0.00174733531365	0.00274657558365	0.00107978109892	0.00226106617967	0.00396956665564	0.00357012750455	0.00297784483443	0.00352338244715	0.00125826746249	0.000719043293975	0.00348664107185	0.00131473464807	0.00325609332027	0.0011907527881	0.00220391279287	0.00363780673325	0.00241026082465	0.00349020802748	0.00176534872643	0.0035741288061
Acidobacteria_Gp1	class	0.0128314507047	0.00902352562037	0.0102040816327	0.0152747402952	0.0163127247816	0.0192804678999	0.000373477361526	0.00805654227854	6.98934125459e-05	0.0236275925209	0.0198532479325	0.00421775806592	0.021832616606	0.0170856102004	0.0108790597951	0.0116378389921	0.000290369414422	0.00367090523766	0.0191961137664	0.0001924001924	0.0163753042709	0.00807388475836	0.0135964466145	0.0149811495469	0.010157527761	0.0119664275228	0.0133381903774	0.0205856072582
Gp10	genus	0.000580145377606	0.000179038206753	0.0	3.41716785128e-05	0.000256893303648	0.000170021762786	5.74580556194e-05	0.0	0.0	0.000281700059861	0.0	0.00382641968867	0.000496195831955	0.000145719489982	0.000119113793377	0.000142358886754	0.0	0.00011353315168	3.91757423803e-05	0.0	0.000505800904119	0.000203299256506	3.39063506595e-05	0.000231496792116	0.00103296892485	2.77000637101e-05	0.000672513800544	6.87332462712e-05
Gp11	genus	0.000102378596048	0.0	0.0	0.000136686714051	0.0	0.000408052230686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000284513008567	0.0	0.0	0.000231496792116	0.000286935812459	0.0	0.0	0.0
Gp12	genus	0.000204757192096	0.0	0.0	3.41716785128e-05	8.5631101216e-05	6.80087051143e-05	0.0	3.66206467206e-05	0.0	0.000211275044896	0.0	8.69640838334e-05	8.26993053258e-05	0.000582877959927	0.00015881839117	0.0	0.0	0.0	3.91757423803e-05	0.0	0.000189675339045	5.80855018587e-05	3.39063506595e-05	0.000231496792116	2.86935812459e-05	5.54001274203e-05	0.00014010704178	0.000137466492542
Gp13	genus	0.000648397774972	3.58076413507e-05	0.0	0.000170858392564	0.000171262202432	0.000374047878128	2.87290278097e-05	0.000146482586882	0.0	0.000457762597275	2.4540479521e-05	0.00013044612575	0.00099239166391	0.000255009107468	0.000119113793377	0.000284717773507	0.0	0.0	3.91757423803e-05	0.0	0.000537413460627	8.71282527881e-05	0.000135625402638	0.000330709703023	0.000373016556196	0.000387800891942	0.000364278308628	0.000481132723899
