Taxon_Name	Level	Slashpile1	Slashpile10	Slashpile11	Slashpile13	Slashpile14	Slashpile15	Slashpile16	Slashpile17	Slashpile18	Slashpile19	Slashpile2	Slashpile20	Slashpile21	Slashpile22	Slashpile23	Slashpile24	Slashpile25	Slashpile26	Slashpile27	Slashpile28	Slashpile3	Slashpile4	Slashpile40	Slashpile5	Slashpile6	Slashpile7	Slashpile8	Slashpile9
Archaea	domain	4.54669455306e-05	4.56183568268e-05	0.0	0.0	0.00100066711141	0.000130553984072	0.0	0.0	0.0	0.00011592858799	0.0	0.000143492610131	0.00013252639484	0.000236318827859	5.67988185846e-05	4.77532114035e-05	4.0377937495e-05	5.26676146837e-05	5.56421099488e-05	0.0	0.0	0.0	4.2452029207e-05	0.0	0.0	0.0	0.0	4.60893211043e-05
Thermoprotei	class	0.0	0.0	0.0	0.0	0.00042885733346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.26676146837e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Thermoproteales	order	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.37598325512e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Euryarchaeota	phylum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.83509298935e-05	0.0	0.0	9.55064228069e-05	0.0	0.0	0.0	4.76758045292e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Thermoplasmata	class	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.98454790151e-05	3.66085810514e-05	7.72857253265e-05	0.0	0.0	0.0	3.37598325512e-05	0.0	4.77532114035e-05	8.07558749899e-05	0.0	0.0	9.53516090584e-05	4.18865711653e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Methanomassiliicoccus	genus	0.000454669455306	0.0	8.09552722121e-05	0.000187283453507	0.0	8.70359893816e-05	0.000560586459681	0.00179443724454	0.000439302972617	0.000270500038643	0.0	0.0	0.00013252639484	0.000506397488268	0.000567988185846	0.00152810276491	0.00100944843737	0.000105335229367	0.000333852659693	0.00166865315852	0.000251319426992	0.0	4.2452029207e-05	0.000150602409639	6.31432720844e-05	0.00011844131233	0.0	0.000599161174356
Pacearchaeota Incertae Sedis AR13	genus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000143492610131	4.41754649468e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Thaumarchaeota	phylum	4.54669455306e-05	0.0	0.0	0.0	0.0	4.35179946908e-05	0.0	0.0	0.0	7.72857253265e-05	0.0	0.0	4.41754649468e-05	0.0	0.0	4.77532114035e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.60893211043e-05
Nitrosopumilus	genus	0.000136400836592	0.0	0.0	0.0	0.0	0.000174071978763	0.0	9.96909580301e-05	0.0	0.000270500038643	0.0	0.0	0.00101603569378	0.0	5.67988185846e-05	0.00014325963421	0.0	0.0	0.0	0.0	0.000167546284661	0.0	0.0	0.0	0.0	0.00011844131233	0.0	9.21786422086e-05
Nitrososphaera	genus	0.000409202509775	0.0	0.0	0.00028092518026	0.000476508148289	0.00195830976109	4.31220353601e-05	0.00029907287409	0.0	0.00108200015457	0.0	0.0	0.0019878959226	0.000135039330205	5.67988185846e-05	0.00238766057017	4.0377937495e-05	0.0	0.000111284219898	4.76758045292e-05	0.000335092569322	0.0	0.0	0.00035140562249	6.31432720844e-05	0.000769868530143	3.94212953838e-05	0.00262709130295
Woesearchaeota	phylum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.77532114035e-05	4.0377937495e-05	0.0	0.0	4.76758045292e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Woesearchaeota Incertae Sedis AR16	genus	0.0	0.0	0.0	0.0	0.0	0.0	4.31220353601e-05	9.96909580301e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000524913187434	0.0	0.0	0.0	0.0	0.0	4.2452029207e-05	0.0	0.0	0.0	0.0	0.0
Woesearchaeota Incertae Sedis AR18	genus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.86428626633e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria	domain	0.0948895153224	0.0701610327996	0.0524590163934	0.119205918157	0.0857238158773	0.102963575438	0.0412677878396	0.140763632739	0.133804363743	0.0935157276451	0.0518058022499	0.0730377385565	0.110217785042	0.0884170014517	0.0890605475406	0.125495439568	0.115521279173	0.072944646337	0.0748386378811	0.13168057211	0.090726313144	0.041926592195	0.0729325861776	0.0879016064257	0.0765296457662	0.152197086344	0.0753735167738	0.112826658063
Acidobacteria	phylum	0.00295535145949	0.00168787920259	0.00109289617486	0.00196647626182	0.00195368340799	0.0028286696549	0.000344976282881	0.00169474628651	0.000622345877874	0.00235721462246	0.000592066311427	0.00339599177309	0.00375491452048	0.0027007866041	0.00159036692037	0.00353373764386	0.000686424937414	0.000790014220256	0.00233696861785	0.000476758045292	0.00242942112759	0.00116059770782	0.00237731363559	0.00406626506024	0.00233630106712	0.00225038493427	0.00204990735996	0.0032262524773
Acidobacteria_Gp1	class	0.00786578157679	0.00739017380594	0.0119813802874	0.0125948122483	0.0134851805966	0.0104008007311	0.0002156101768	0.00687867610408	3.66085810514e-05	0.0155344307906	0.0232879415828	0.0029655139427	0.0173609577241	0.00901387529118	0.00863342042486	0.0082135523614	0.000363401437455	0.00289671880761	0.0155797907857	0.000143027413588	0.0104297562202	0.00923642342473	0.0119714722364	0.0105421686747	0.00549346467134	0.0067511548028	0.0132061339536	0.0156242798544
Gp10	genus	0.00186414476675	0.000364946854614	0.000242865816636	4.68208633767e-05	0.00090536548175	0.00104443187258	0.000431220353601	9.96909580301e-05	7.32171621028e-05	0.000579642939949	0.0	0.00573970440522	0.00335733533595	0.000675196651025	0.00062478700443	0.000382025691228	0.0	0.000158002844051	0.000389494769642	0.0	0.00184300913127	0.000677015329561	0.000382068262863	0.00165662650602	0.0020205847067	0.0	0.00153743051997	9.21786422086e-05
Gp11	genus	0.0	0.0	0.0	0.0	0.0	0.000304625962836	0.0	0.0	0.0	0.0	0.0	0.0	4.41754649468e-05	0.0	0.0	4.77532114035e-05	0.0	0.0	0.0	0.0	0.000125659713496	0.0	0.0	5.02008032129e-05	0.000315716360422	0.0	0.0	0.000184357284417
