Taxon_Name	Level	Slashpile1	Slashpile10	Slashpile11	Slashpile13	Slashpile14	Slashpile15	Slashpile16	Slashpile17	Slashpile18	Slashpile19	Slashpile2	Slashpile20	Slashpile21	Slashpile22	Slashpile23	Slashpile24	Slashpile25	Slashpile26	Slashpile27	Slashpile28	Slashpile3	Slashpile4	Slashpile40	Slashpile5	Slashpile6	Slashpile7	Slashpile8	Slashpile9
Chelatococcus	genus	10	0	0	1	7	7	0	0	0	4	0	1	1	0	0	2	3	1	2	1	4	0	3	7	5	1	3	3
Methylocapsa	genus	54	38	4	125	174	171	0	1	0	0	63	1	10	6	8	129	7	80	178	2	206	19	32	38	172	377	316	149
Methylocella	genus	3	4	1	4	4	1	0	1	0	1	6	7	1	1	0	3	7	4	5	9	4	10	3	2	9	4	7	1
Methylorosula	genus	0	1	0	6	4	2	0	0	1	1	1	1	0	0	0	1	1	2	2	1	2	7	18	3	2	2	2	3
Methylovirgula	genus	4	3	0	7	6	8	21	5	55	6	2	10	3	1	3	9	41	6	9	35	8	5	1	4	14	32	8	5
Bradyrhizobiaceae	family	163	681	94	395	382	387	527	247	735	370	849	298	189	427	317	301	328	674	716	250	256	965	611	390	540	387	518	244
Afipia	genus	365	1640	258	1091	842	703	577	547	485	707	2800	520	380	735	856	789	393	1895	1279	230	713	1983	1568	759	1086	1115	1637	598
Balneimonas	genus	10	5	0	7	3	7	0	3	5	2	2	3	0	12	4	10	5	0	6	0	10	7	9	3	18	6	8	1
Blastobacter	genus	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Bosea	genus	1	0	0	0	0	0	23	0	3	0	0	18	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0
Bradyrhizobium	genus	236	1501	212	912	836	556	104	448	281	491	2371	384	324	493	536	582	336	1425	1098	171	455	1565	1110	660	1175	736	1513	531
Nitrobacter	genus	15	80	5	28	51	46	82	24	156	40	153	38	20	66	49	32	138	88	115	145	24	129	87	31	86	36	70	33
Oligotropha	genus	68	302	34	208	176	196	118	141	144	196	381	93	103	147	123	152	71	229	300	43	97	333	238	169	198	252	207	144
Rhodoblastus	genus	2	2	0	5	0	0	1	0	0	0	6	0	0	2	1	1	4	0	1	0	1	12	3	8	3	0	1	0
Rhodopseudomonas	genus	2	15	0	13	0	1	208	4	3	0	6	27	2	6	4	2	15	5	0	3	1	26	23	2	10	7	13	3
Salinarimonas	genus	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0
Tardiphaga	genus	10	37	7	38	27	11	137	27	26	16	51	76	12	45	62	32	26	77	36	32	23	54	50	8	31	37	42	14
Brucellaceae	family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Daeguia	genus	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycoplana	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Ochrobactrum	genus	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paenochrobactrum	genus	0	0	0	0	0	0	4	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
Hyphomicrobiaceae	family	79	141	12	124	77	51	33	62	131	84	154	100	28	166	95	81	498	111	95	291	117	171	118	87	185	92	135	41
Aquabacter	genus	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	1	0
Blastochloris	genus	6	7	1	6	2	1	11	11	17	3	2	32	1	18	15	14	28	13	0	18	3	10	6	2	21	9	7	0
Cucumibacter	genus	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	5	0	0	3	0	0	0	0	0	0	2	0
Devosia	genus	13	24	2	6	4	2	204	38	42	7	4	30	0	34	22	3	160	49	0	125	4	40	29	5	10	5	3	0
Filomicrobium	genus	0	2	0	4	2	2	20	0	0	1	0	1	0	1	0	1	1	0	3	0	5	1	1	3	3	2	4	1
Hyphomicrobium	genus	63	22	0	26	8	17	50	86	95	9	52	74	14	39	22	62	50	13	3	60	56	204	16	72	109	39	144	28
Pedomicrobium	genus	29	30	3	44	28	44	13	1	24	2	4	11	10	14	13	57	9	4	46	20	56	25	36	48	72	58	49	30
Prosthecomicrobium	genus	0	4	0	5	0	0	2	3	25	0	0	3	0	1	3	5	39	2	4	21	2	0	1	2	4	2	4	2
Rhodomicrobium	genus	1	41	2	7	34	5	0	5	0	6	150	1	0	0	3	36	0	69	9	0	156	21	27	2	15	5	20	0
Rhodoplanes	genus	138	229	39	232	197	170	47	111	434	231	512	61	109	115	62	289	420	181	657	257	279	211	192	182	439	348	496	238
Methylobacteriaceae	family	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Meganema	genus	2	8	0	1	0	0	0	2	1	4	0	18	1	3	5	1	1	0	0	1	2	8	8	6	3	0	2	0
Methylobacterium	genus	0	0	0	0	1	1	2	0	1	0	0	4	0	0	2	0	1	0	0	1	0	1	1	1	1	0	0	0
Microvirga	genus	12	26	3	12	13	7	18	5	64	1	8	30	1	27	20	17	74	9	21	91	41	33	13	11	60	15	38	13
Methylocystaceae	family	5	7	1	3	3	9	1	0	33	7	12	5	3	9	2	4	35	14	5	26	2	8	7	8	5	4	6	4
Albibacter	genus	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylocystis	genus	4	4	0	5	5	3	8	1	7	5	6	2	3	4	2	2	11	0	3	8	2	3	11	6	11	6	8	4
Methylopila	genus	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylosinus	genus	1	35	0	4	9	2	5	6	2	2	50	11	1	11	9	6	8	26	5	13	7	15	23	4	7	8	9	1
Pleomorphomonas	genus	0	1	0	1	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Phyllobacteriaceae	family	7	14	2	10	0	3	60	4	26	4	12	31	1	15	28	1	43	29	2	54	6	44	26	13	10	5	8	2
Aminobacter	genus	0	0	0	0	0	0	37	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aquamicrobium	genus	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chelativorans	genus	0	0	0	1	0	0	3	0	0	1	1	3	0	1	1	0	0	2	0	1	2	4	1	1	2	2	3	0
Hoeflea	genus	1	0	0	0	0	0	72	0	2	0	1	3	0	0	1	0	1	2	0	3	0	1	1	0	1	0	0	0
Mesorhizobium	genus	24	71	6	11	3	1	54	24	126	6	12	82	2	48	66	3	191	150	5	379	23	107	59	32	46	5	12	1
Phyllobacterium	genus	0	0	0	0	0	0	8	0	2	0	0	1	0	1	3	0	2	0	0	0	0	0	0	0	1	0	0	0
Pseudaminobacter	genus	6	5	0	1	0	0	37	0	5	0	1	2	0	2	4	1	6	5	1	11	0	7	1	2	1	2	1	0
Thermovum	genus	7	19	3	21	31	74	7	12	6	2	7	0	15	1	0	29	2	3	17	1	87	63	20	80	192	73	85	25
Rhizobiaceae	family	0	0	0	0	0	0	6	0	0	0	0	1	0	0	0	0	2	4	0	1	0	0	0	1	1	0	0	0
Ensifer	genus	0	1	0	0	0	0	0	0	1	0	0	5	0	0	2	0	10	15	0	4	0	0	5	0	1	0	0	0
Kaistia	genus	0	2	0	0	0	0	52	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0
Rhizobium	genus	9	8	0	30	7	0	64	2	9	4	40	52	1	15	39	4	26	31	1	23	19	67	37	19	45	18	24	1
Shinella	genus	0	0	0	0	0	0	16	0	2	0	0	0	0	0	0	0	5	0	0	5	0	0	0	0	0	0	0	0
Rhizobiales_incertae_sedis	family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Bauldia	genus	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0
Vasilyevaea	genus	2	6	0	4	0	0	96	2	22	0	0	8	0	2	3	1	34	10	0	14	1	9	4	0	3	0	0	0
Rhodobiaceae	family	0	0	0	1	2	1	1	0	9	0	0	2	0	0	0	1	0	1	1	0	0	4	0	3	6	1	4	3
Afifella	genus	5	0	0	3	2	0	0	1	2	1	0	1	0	2	0	4	0	0	0	1	3	0	0	0	0	8	0	9
Lutibaculum	genus	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Parvibaculum	genus	0	3	0	2	0	0	23	1	5	1	3	5	0	1	4	0	10	1	0	3	0	4	2	3	10	2	1	0
Rhodoligotrophos	genus	0	0	0	1	0	1	1	0	2	1	0	0	1	1	0	1	0	0	0	0	1	0	1	1	4	0	0	0
Tepidamorphus	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Xanthobacteraceae	family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
Labrys	genus	2	8	1	8	2	1	4	7	0	1	0	11	6	8	9	4	0	7	3	0	3	20	25	24	29	15	2	0
Pseudolabrys	genus	37	69	0	32	9	10	30	37	12	49	9	21	62	93	30	51	109	19	4	443	23	51	42	41	10	67	23	22
Pseudoxanthobacter	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodobacteraceae	family	1	10	0	0	3	3	15	9	8	6	4	7	0	9	6	0	9	18	3	5	2	4	7	1	2	3	3	1
Agaricicola	genus	1	0	0	0	0	0	13	3	5	0	0	1	0	0	1	1	9	1	0	9	0	2	0	0	0	1	0	0
Ahrensia	genus	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Catellibacterium	genus	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gemmobacter	genus	0	2	0	0	0	0	11	1	1	0	0	14	0	3	6	0	1	5	0	2	0	6	2	1	1	0	0	0
Hasllibacter	genus	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0
Pannonibacter	genus	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1
Pseudorhodobacter	genus	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	0	0	2	0	0	0	0	0	1	0	0	0	0
Rhodobacter	genus	0	1	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0
Rhodospirillales	order	123	120	23	235	252	278	14	72	8	106	126	36	151	113	67	133	35	161	458	17	174	91	95	228	232	250	212	346
Acetobacteraceae	family	137	474	34	272	166	91	37	115	28	163	1197	124	34	357	249	261	109	201	162	97	213	465	688	132	175	179	389	81
Acetobacter	genus	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Acidisoma	genus	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0
Acidisphaera	genus	5	11	1	21	6	13	4	1	5	7	20	6	5	10	12	9	3	51	6	0	5	19	25	3	9	10	10	1
Acidocella	genus	0	0	0	3	0	0	1	0	0	0	1	0	0	0	0	0	3	0	0	2	2	0	16	0	0	0	1	0
Acidomonas	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Ameyamaea	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Asaia	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Craurococcus	genus	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Endobacter	genus	0	3	0	1	1	0	2	0	1	0	2	1	0	4	2	4	0	3	0	3	0	2	1	1	2	3	1	0
Gluconacetobacter	genus	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Granulibacter	genus	0	1	0	0	0	0	0	0	0	1	0	4	0	2	1	1	0	0	0	0	1	6	0	1	4	1	0	0
Humitalea	genus	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	3	0	0	5	0	0	0	0	0	0	0	0
Komagataeibacter	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Kozakia	genus	1	1	0	1	1	0	0	1	0	0	2	0	0	6	1	0	0	0	1	0	0	10	0	1	0	0	0	0
Neoasaia	genus	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neokomagataea	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0
Paracraurococcus	genus	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
Rhodopila	genus	15	117	12	58	39	13	4	4	2	15	216	22	7	48	24	21	3	30	42	1	68	141	128	34	30	23	113	11
Rhodovarius	genus	0	1	0	0	0	0	0	0	0	2	5	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Roseococcus	genus	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	6	0	2	0	1	1	0	0	0	0	0
Roseomonas	genus	0	0	0	0	0	0	3	1	8	0	0	4	0	21	3	0	13	11	0	18	0	5	7	0	0	0	0	0
Stella	genus	2	8	2	7	4	11	0	0	0	4	3	0	4	1	1	5	1	0	7	0	1	1	6	4	5	2	5	16
Swaminathania	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tanticharoenia	genus	1	1	1	0	4	0	1	1	0	2	2	1	0	0	5	1	1	5	0	10	0	12	1	0	1	0	1	0
Elioraea	genus	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rhodospirillaceae	family	96	76	9	130	130	109	31	99	28	114	113	94	86	140	120	62	74	111	210	65	145	130	87	138	168	84	143	112
Azospirillum	genus	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	8	0	0	0	5	3	0	0	0
Constrictibacter	genus	0	0	0	0	1	2	1	0	2	0	0	3	1	0	0	0	0	0	3	0	0	3	0	0	1	1	0	0
Defluviicoccus	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Desertibacter	genus	0	0	0	3	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	3	0	4
Dongia	genus	83	13	8	42	43	84	89	55	10	40	26	244	83	99	121	27	13	50	61	42	101	105	33	143	107	54	62	90
Inquilinus	genus	0	0	0	2	1	0	0	0	0	0	0	3	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0
Limimonas	genus	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
Magnetospirillum	genus	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0
Marispirillum	genus	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nisaea	genus	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Novispirillum	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
Oceanibaculum	genus	50	37	6	103	85	74	0	112	0	110	32	5	37	32	40	58	26	100	168	40	52	28	36	50	47	44	43	87
Phaeovibrio	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Rhodovibrio	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Skermanella	genus	11	9	0	11	18	12	2	8	0	8	10	3	4	14	13	20	3	6	14	0	32	7	9	18	22	5	16	19
Telmatospirillum	genus	1	0	0	1	0	1	6	1	1	1	3	2	2	2	0	0	9	1	1	6	3	1	2	1	1	2	0	2
Tistlia	genus	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rickettsiales	order	1	0	0	1	0	0	1	1	1	0	1	1	0	1	1	0	4	2	0	4	0	0	1	1	1	0	0	0
Anaplasma	genus	0	0	0	0	0	0	2	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rickettsiaceae	family	1	0	0	0	0	0	2	0	0	0	0	1	0	1	1	0	2	0	0	1	1	1	1	0	0	0	0	0
Orientia	genus	1	2	1	2	1	1	3	0	4	0	6	3	0	3	1	1	10	4	0	7	0	1	0	0	4	0	1	0
Rickettsia	genus	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	2	0	0	2	0	0	0	0	0	0	0	0
Sphingomonadales	order	1	4	0	0	1	1	15	7	26	2	1	15	0	1	4	0	55	1	3	39	0	7	6	7	5	2	5	1
Erythrobacteraceae	family	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
Altererythrobacter	genus	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Croceicoccus	genus	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Porphyrobacter	genus	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
Sphingomonadaceae	family	20	104	9	17	11	21	105	41	199	25	60	171	1	158	111	3	357	186	17	331	23	140	75	42	128	9	59	0
Blastomonas	genus	1	1	0	2	0	0	14	3	10	3	0	17	0	6	4	0	16	2	1	8	0	9	38	4	8	2	4	0
Hephaestia	genus	2	8	1	1	0	1	19	4	19	7	3	21	1	6	11	0	91	7	0	21	4	8	6	3	7	3	4	0
Novosphingobium	genus	7	3	0	4	1	2	9	9	37	1	1	10	0	3	14	0	74	2	0	42	2	4	2	20	11	1	0	0
Sandaracinobacter	genus	2	2	0	3	0	0	0	4	0	7	3	1	0	0	4	0	4	1	0	2	0	1	3	0	1	0	3	0
Sandarakinorhabdus	genus	0	0	0	0	0	0	0	0	1	1	0	0	1	0	4	0	0	0	0	3	0	1	0	0	0	0	0	0
Sphingobium	genus	0	0	0	0	0	0	19	1	0	0	0	9	0	0	0	0	179	1	0	37	0	2	0	1	2	0	0	0
Sphingomonas	genus	11	71	3	18	10	14	62	26	97	13	78	268	0	80	117	0	365	103	5	259	16	146	138	32	121	9	30	1
Sphingopyxis	genus	0	19	2	1	3	0	57	8	0	4	3	4	0	12	7	0	10	8	3	5	1	6	8	1	15	4	24	0
Sphingosinicella	genus	4	12	2	1	0	1	27	1	269	1	0	63	0	20	23	0	57	15	2	62	3	62	15	0	33	1	3	0
Stakelama	genus	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Zymomonas	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Betaproteobacteria	class	1140	397	40	911	423	586	707	1219	959	778	111	752	215	1130	1007	1314	1581	596	316	1377	970	444	516	570	730	894	477	616
Burkholderiales	order	339	149	18	420	226	350	234	301	231	171	195	225	102	258	262	556	512	244	142	466	332	247	541	301	333	546	388	337
Alcaligenaceae	family	0	1	0	0	0	0	64	6	2	3	0	0	0	2	0	1	3	1	0	4	1	2	0	0	0	0	0	0
Achromobacter	genus	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alcaligenes	genus	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidimonas	genus	1	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
